-11.077044185538682	41.52271886003453
-7.155463980428593	46.7022734052338
-3.1598945718046707	48.70010107958851
0.1697466020485905	50.91990960664924
-0.94013378923583	54.47160324994641
-3.6038467283184303	54.47160324994641
-10.70708123253874	52.25179472288568
-18.920196128043457	48.03415852147023
-23.13774161492425	43.1505797619366
-27.79923925831882	39.376905265933374
-30.24097611914455	32.939460537457194
-29.5750478843739	26.058054103568864
-29.35307180611701	22.062398754859515
-26.245406710520623	21.396456196741298
