-32.531547895457365	-31.185209698391706
-30.18782651515133	-28.84148523973525
-31.281563159294137	-25.716519294859992
-33.46903644757977	-21.96656016100968
-34.406524999702185	-20.247828891328297
-34.719021183743	-18.529097621646898
-38.15647920819184	-17.904104432671843
-40.34395249647748	-17.12286294645304
-41.9064334166815	-16.497869757477986
-45.50013953315075	-14.622890190552823
-43.78141052092633	-9.310448084264891
-41.9064334166815	-7.1229719228522015
-41.9064334166815	-3.3730127890018906
-38.62522348425305	-2.7480196000268364
-36.12525401192661	-1.0292883303454516
-32.84404407949816	-1.9667781138080187
-32.531547895457365	2.095677614529805
-30.07247386235295	10.128174617031902
-26.298927878673624	15.89948781942536
-19.639729083945383	18.785144420622103
-13.64645016868998	22.780668945356055
-9.87290418501064	28.773955732456955
-6.765278080804137	33.435401011313246
-0.5500258723911173	35.655136858387635
4.777333163391461	35.21118968897275
10.770612078646892	38.76276704429182
13.878238182853394	44.31210666197785
